tensor_index,original_name,canonical_name,type,raw_montage_index,x_raw,y_raw,z_raw,x_m_template_fit,y_m_template_fit,z_m_template_fit,template_target_x_m,template_target_y_m,template_target_z_m,template_fit_residual_mm,template_name,coord_frame,coordinate_source,identity_source,reference,source_commit
12,F6,F6,eeg,12,63044.73828125,54026.3359375,18207.583984375,0.0717299113637938,0.04625709438263441,0.017853631354165,0.0679142,0.049829700000000005,0.016367,5.434449088196873,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
13,F8,F8,eeg,13,68383.59375,49926.52734375,-7485.0849609375,0.07769501333236062,0.03897655494160363,-0.010591204582935679,0.0730431,0.0444217,-0.012,7.298945600969657,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
14,FT7,FT7,eeg,14,-80410.015625,26207.50390625,-8508.6044921875,-0.09009808595558952,0.01189153601680282,-0.008833926547931295,-0.080775,0.0141203,-0.011134999999999999,9.858106291774444,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
15,FC5,FC5,eeg,15,-76247.3671875,28762.82421875,24166.90625,-0.08532247380187294,0.01818921532017874,0.02758850539177651,-0.0772149,0.0186433,0.024460000000000003,8.702096979213655,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
16,FC3,FC3,eeg,16,-59274.9765625,30955.28515625,52471.39453125,-0.06610716240082494,0.023651042351037883,0.05910262985790694,-0.060181899999999997,0.0227162,0.055543999999999996,6.974705098103474,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
17,FC1,FC1,eeg,17,-32351.376953125,32436.18359375,71598.0625,-0.03568859987744916,0.02737606072828789,0.08035403397698312,-0.0340619,0.0260111,0.07998699999999999,2.1549905385688795,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
18,FCZ,FCZ,eeg,18,0.0,32927.8828125,78362.96875,0.0008227442179083415,0.02870913576202294,0.0878084537327497,0.0003761,0.02739,0.08866800000000001,1.636590969540873,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
19,FC2,FC2,eeg,19,32351.376953125,32436.18359375,71598.0625,0.03730084136161509,0.027522326584148195,0.08016884488543727,0.034784100000000005,0.0264379,0.078808,3.059716800602999,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
20,FC4,FC4,eeg,20,59274.9765625,30955.28515625,52471.39453125,0.06762585999955824,0.023919034195421365,0.05876332191818876,0.062293100000000004,0.0237228,0.055630000000000006,6.188258504243588,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
21,FC6,FC6,eeg,21,76247.3671875,28762.82421875,24166.90625,0.08670274586741875,0.018533942112949675,0.027152042341604794,0.0795341,0.0199357,0.024437999999999998,7.792331780564233,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
22,FT8,FT8,eeg,22,80410.015625,26207.50390625,-8508.6044921875,0.09131867781916692,0.012255082822621076,-0.00929421785999376,0.0818151,0.0154167,-0.01133,10.220480588642944,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
23,T7,T7,eeg,23,-84538.5390625,5.176492481190342e-12,-8845.08203125,-0.09469030642013225,-0.017589687743150808,-0.006458707466975725,-0.0841611,-0.0160187,-0.009346,11.030351240923471,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
24,C5,C5,eeg,24,-80831.546875,4.949504781720515e-12,26291.83984375,-0.0904157794330219,-0.013905734448995344,0.032997013314086436,-0.08028010000000001,-0.0137597,0.02916,10.838634360552668,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
25,C3,C3,eeg,25,-63171.28125,3.868125438011294e-12,56871.69140625,-0.07041297051318776,-0.01066694078939251,0.0672942262873665,-0.06535809999999999,-0.0116317,0.064358,5.924854517215532,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
26,C1,C1,eeg,26,-34537.375,2.114804208488974e-12,77667.046875,-0.03805692497099434,-0.008426868592009971,0.09056993462321933,-0.036158,-0.0099839,0.089752,2.5882967176879474,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
27,CZ,CZ,eeg,27,0.0,5.2047489582096595e-12,85000.0,0.0009231218814247275,-0.007581714693181476,0.09870756908758344,0.0004009,-0.009167,0.100244,2.2685821885227524,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
28,C2,C2,eeg,28,34609.203125,2.119202599862313e-12,77635.0625,0.03994539073282568,-0.008273902903209474,0.09033610129136632,0.037672,-0.0096241,0.088412,3.2700922622636797,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
29,C4,C4,eeg,29,63167.30859375,3.867882143043788e-12,56876.1015625,0.07210621570826936,-0.01038088076215769,0.06693757964378055,0.06711790000000001,-0.0109003,0.06358,6.0354313030915225,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
30,C6,C6,eeg,30,80831.546875,4.949504781720515e-12,26291.83984375,0.09195202053555354,-0.013540281831590076,0.03253430902932859,0.0834559,-0.0127763,0.029207999999999998,9.155985154654154,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
31,T8,T8,eeg,31,84538.5390625,5.176492481190342e-12,-8845.08203125,0.09604101046567491,-0.017207475208980395,-0.006942631699081259,0.0850799,-0.0150203,-0.00949,11.463802305344947,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
32,TP7,TP7,eeg,33,-80410.015625,-26207.50390625,-8508.6044921875,-0.08996619703710299,-0.046981849860445145,-0.003351247818031324,-0.08483020000000001,-0.046021700000000006,-0.007056,6.405118425872002,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
33,CP5,CP5,eeg,34,-76247.3671875,-28762.82421875,24166.90625,-0.08517772526754477,-0.046424524897411626,0.03360576385027414,-0.0795922,-0.0465507,0.030949,6.18646965781113,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
34,CP3,CP3,eeg,35,-59274.9765625,-30955.28515625,52471.39453125,-0.06595138033568416,-0.045887913150540194,0.06557855690961237,-0.0635562,-0.0470088,0.065624,2.6448707424379094,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
35,CP1,CP1,eeg,36,-32351.376953125,-32436.18359375,71598.0625,-0.035525365210412045,-0.04548963300321978,0.08713976887584057,-0.0355131,-0.0472919,0.091315,4.547622643010211,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
36,CPZ,CPZ,eeg,37,4.032502630424428e-12,-32927.8828125,78362.96875,0.0009884533547924838,-0.0452611270251477,0.09469705340109427,0.0003858,-0.047318,0.099432,5.197464458292077,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
37,CP2,CP2,eeg,38,32351.376953125,-32436.18359375,71598.0625,0.03746407602865221,-0.045343367147359474,0.08695457978429472,0.0383838,-0.0470731,0.090695,4.222394026501131,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
38,CP4,CP4,eeg,39,59274.9765625,-30955.28515625,52471.39453125,0.06778164206469901,-0.04561992130615672,0.06523924896989419,0.0666118,-0.0466372,0.06558,1.5872925570936527,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
39,CP6,CP6,eeg,40,76247.3671875,-28762.82421875,24166.90625,0.08684749440174691,-0.04607979810464069,0.033169300800102414,0.0833218,-0.046101300000000005,0.031206,4.03553384048459,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
40,TP8,TP8,eeg,41,80385.1015625,-26284.771484375,-8505.65234375,0.09142266407028612,-0.046704838754511466,-0.003800069633506301,0.0855488,-0.0455453,-0.00713,6.8509302642129715,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
41,P7,P7,eeg,43,-68423.3359375,-49871.37890625,-7489.5185546875,-0.07638211052440334,-0.07342779706027047,0.00023436991427474956,-0.0724343,-0.0734527,-0.002487,4.794964265071928,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
42,P5,P5,eeg,44,-63058.22265625,-54037.88671875,18126.42578125,-0.07025175494962838,-0.07541594686571221,0.02942705877356668,-0.06727230000000001,-0.0762907,0.028382,3.2763535650201114,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
43,P3,P3,eeg,45,-48200.42578125,-57551.0625,39869.7109375,-0.05342482616355441,-0.07705391241231271,0.05417440842481357,-0.0530073,-0.0787878,0.05594,2.5095832072991353,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
44,P1,P1,eeg,46,-26042.09375,-59912.73046875,54380.82421875,-0.028384351340782866,-0.07813851917874187,0.07065712698761925,-0.0286203,-0.0805249,0.075436,5.34678524557664,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
45,PZ,PZ,eeg,47,7.438319057917475e-12,-60738.48046875,59462.90234375,0.0010085316180921712,-0.07847552295712956,0.07637723337141594,0.0003247,-0.08111499999999999,0.082615,6.807657251538111,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
46,P2,P2,eeg,48,26025.4375,-59874.4140625,54430.9765625,0.030351670117691333,-0.07797253237283969,0.07056042575593963,0.0319197,-0.08048709999999999,0.07671599999999999,6.831753972261801,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
47,P4,P4,eeg,49,48142.59765625,-57584.02734375,39891.984375,0.05525729623950482,-0.07687081783053568,0.053927126118121706,0.0556667,-0.0785602,0.056561,3.1557748936279033,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
48,P6,P6,eeg,50,63044.73828125,-54026.3359375,18207.583984375,0.07200179818834897,-0.07510941707760907,0.02915608289470722,0.0678877,-0.07590430000000001,0.028091,4.3234296960032745,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
49,P8,P8,eeg,51,68383.59375,-49926.52734375,-7485.0849609375,0.07794626792412607,-0.07318001366310761,-0.00014644378066531755,0.0730557,-0.07306829999999999,-0.00254,5.446030291701598,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
50,PO7,PO7,eeg,52,-49709.4296875,-68691.078125,-5958.8984375,-0.05522005873518361,-0.09436396997038704,0.0038685892022453567,-0.054840400000000004,-0.0975279,0.0027919999999999998,3.36357522554189,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
51,PO5,PO5,eeg,53,-42951.55078125,-72803.8984375,8930.6552734375,-0.04754701653098859,-0.09741072582282785,0.021003629142106607,-0.0484244,-0.0993408,0.021599,2.2021477106474903,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
52,PO3,PO3,eeg,54,-31482.796875,-76152.765625,20846.8125,-0.034569535249050216,-0.09989978637082776,0.03470551070559204,-0.0365114,-0.10085290000000001,0.037167,3.27691834618749,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
53,POZ,POZ,eeg,55,9.677837524424415e-12,-79025.5390625,31304.380859375,0.000980202158589783,-0.10196142615642353,0.04666199957526803,0.0002156,-0.10217799999999999,0.050608,4.025225464818899,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
54,PO4,PO4,eeg,56,31482.796875,-76152.765625,20846.8125,0.03646026221146376,-0.09975744750727737,0.034525293629791794,0.0367816,-0.10084910000000001,0.036397,2.190490327640568,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
55,PO6,PO6,eeg,57,42951.55078125,-72803.8984375,8930.6552734375,0.049357968268179404,-0.09721653485084389,0.02075776144129158,0.0498196,-0.0994461,0.021727,2.474568243925059,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
56,PO8,PO8,eeg,58,49668.90234375,-68720.8984375,-5952.978515625,0.05688606279115623,-0.09417219253206842,0.003593921939931886,0.055666600000000004,-0.0976251,0.00273,3.7624487504028465,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
57,CB1,CB1,eeg,59,-20783.232421875,-85415.2578125,-28848.982421875,-0.022607543762203933,-0.1154779159908397,-0.020175324961076272,,,,,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
58,O1,O1,eeg,60,-26133.013671875,-80784.015625,-4001.08447265625,-0.02858853839287488,-0.10768885551511169,0.0072650938265067045,-0.0294134,-0.112449,0.008839,5.080999196111123,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
59,OZ,OZ,eeg,61,1.040719940781365e-11,-84981.234375,-1786.0384521484375,0.0009078227868950235,-0.11211245414187393,0.010117305517446964,0.0001076,-0.114892,0.014657,5.382848472789688,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
60,O2,O2,eeg,62,26133.013671875,-80784.015625,-4001.08447265625,0.030371365186089596,-0.10757070389465782,0.00711550053196898,0.0298426,-0.112156,0.0088,4.913458196981362,MNE colin27_1005,head,author montage.fif raw values; unit undeclared; metre columns are 10-05 template-fit approximation,official RGNN channels list (inferred tensor-axis contract),linked mastoids reported by paper; M1/M2 signals absent from 62-channel tensor,223f9baa307dc33831d7430bc4aeb3e38eb44fb4
